order_id,order_date,customer_age,product_category,order_value,discount_applied,payment_method,delivery_time_days,customer_rating,order_status
326,7/1/2024,59.0,Electronics,13973.51,No,COD,10.0,2.8,Delivered
327,9/6/2024,64.0,Beauty,16149.4,No,Card,6.0,2.6,Cancelled
328,5/18/2024,64.0,Fashion,19793.56,No,UPI,4.0,4.8,Returned
329,5/5/2024,32.0,Beauty,6208.53,Yes,Wallet,6.0,1.4,Cancelled
330,12/21/2024,19.0,Electronics,16102.61,Yes,Card,9.0,2.9,Delivered
331,9/29/2024,26.0,Electronics,1774.06,Yes,Wallet,6.0,4.5,Delivered
332,8/25/2024,40.0,Electronics,23455.53,No,Card,6.0,2.4,Delivered
333,12/29/2024,52.0,Electronics,5624.94,No,Wallet,1.0,3.3,Delivered
334,12/4/2024,54.0,Home & Kitchen,11705.32,Yes,UPI,7.0,2.3,Cancelled
335,6/25/2024,35.0,Fashion,10223.34,No,Card,9.0,5.0,Returned
336,3/5/2024,47.0,Books,12038.15,No,UPI,4.0,1.6,Delivered
337,10/5/2024,55.0,Home & Kitchen,14800.96,No,UPI,10.0,3.2,Delivered
338,2/18/2024,63.0,Home & Kitchen,20199.86,Yes,Wallet,1.0,5.0,Cancelled
339,7/18/2024,56.0,Electronics,6556.42,Yes,COD,6.0,2.0,Delivered
340,10/19/2024,49.0,Beauty,23131.23,Yes,UPI,2.0,1.4,Delivered
341,12/24/2024,19.0,Fashion,115342.15,Yes,Card,3.0,1.8,Delivered
342,5/8/2024,18.0,Electronics,982.13,No,Card,1.0,2.3,Returned
343,10/28/2024,34.0,Electronics,24043.61,Yes,UPI,7.0,1.7,Cancelled
344,3/21/2024,22.0,Home & Kitchen,13726.81,No,Wallet,2.0,3.4,Returned
345,11/20/2024,33.0,Fashion,23847.28,No,Wallet,3.0,1.6,Returned
346,4/21/2024,51.0,Beauty,2658.28,Yes,Card,7.0,2.6,Returned
347,9/1/2024,36.0,Books,12765.21,No,Card,6.0,2.0,Delivered
348,2/12/2024,61.0,Beauty,13219.77,No,Wallet,3.0,3.0,Cancelled
349,4/20/2024,65.0,Electronics,14774.01,No,UPI,4.0,1.9,Returned
350,2/16/2024,19.0,Electronics,7968.01,No,Card,10.0,4.3,Cancelled
351,4/25/2024,49.0,Home & Kitchen,12872.01,No,UPI,5.0,1.8,Delivered
352,2/27/2024,42.0,Books,5745.73,No,COD,8.0,4.0,Cancelled
353,7/29/2024,23.0,Electronics,657.5,Yes,COD,1.0,1.9,Returned
354,4/10/2024,32.0,Electronics,22676.23,Yes,UPI,5.0,1.3,Cancelled
355,4/2/2024,32.0,Fashion,3555.25,No,Wallet,7.0,3.8,Delivered
356,3/14/2024,63.0,Electronics,11223.5,Yes,Card,10.0,2.4,Returned
357,11/4/2024,31.0,Home & Kitchen,11829.95,Yes,Card,5.0,2.6,Returned
358,1/22/2024,60.0,Electronics,8827.14,No,Card,10.0,2.3,Delivered
359,8/29/2024,49.0,Home & Kitchen,23905.39,Yes,COD,9.0,1.9,Returned
360,10/26/2024,65.0,Home & Kitchen,2974.46,Yes,Wallet,7.0,4.8,Returned
361,1/10/2024,61.0,Electronics,18082.18,No,UPI,1.0,2.6,Cancelled
362,10/7/2024,35.0,Home & Kitchen,18982.93,Yes,Wallet,9.0,1.5,Cancelled
363,1/18/2024,45.0,Books,9886.37,Yes,Wallet,4.0,2.7,Cancelled
364,6/10/2024,30.0,Home & Kitchen,5272.74,Yes,Wallet,9.0,3.6,Cancelled
365,6/5/2024,25.0,Beauty,10864.0,Yes,Card,5.0,3.7,Returned
366,7/26/2024,47.0,Home & Kitchen,11471.07,Yes,UPI,2.0,1.5,Cancelled
367,2/12/2024,53.0,Books,2212.19,Yes,UPI,1.0,1.1,Delivered
368,4/8/2024,21.0,Fashion,5289.21,Yes,COD,6.0,4.6,
369,4/9/2024,38.0,Books,6518.9,No,COD,8.0,3.5,Returned
370,2/28/2024,46.0,Sports,23409.4,,Card,4.0,3.2,Cancelled
371,4/12/2024,61.0,Beauty,15590.52,Yes,Wallet,8.0,1.2,Cancelled
372,3/25/2024,29.0,Fashion,10280.52,Yes,COD,10.0,3.0,Returned
373,5/16/2024,50.0,Electronics,2985.79,No,Wallet,4.0,3.9,
374,10/29/2024,41.0,Fashion,3631.36,Yes,COD,10.0,2.9,Cancelled
375,5/4/2024,27.0,Home & Kitchen,7225.72,Yes,UPI,5.0,1.5,Cancelled
376,7/16/2024,20.0,Home & Kitchen,5901.09,,COD,2.0,3.4,Returned
377,7/13/2024,20.0,Sports,20002.18,No,COD,9.0,1.4,Returned
378,7/13/2024,55.0,Home & Kitchen,3648.85,Yes,Wallet,1.0,3.3,Returned
379,2/18/2024,27.0,Electronics,22820.9,No,COD,8.0,3.1,Cancelled
380,6/23/2024,59.0,Beauty,13175.47,No,Wallet,10.0,3.4,Delivered
381,7/23/2024,65.0,Sports,19502.67,No,Card,5.0,4.6,Cancelled
382,2/2/2024,59.0,Electronics,3491.98,No,Card,2.0,3.1,Delivered
383,8/11/2024,25.0,Sports,18456.38,No,Wallet,5.0,2.9,Returned
384,7/3/2024,45.0,Beauty,19025.76,Yes,Wallet,4.0,4.2,Returned
385,7/24/2024,56.0,Beauty,24386.8,Yes,COD,5.0,2.0,Delivered
386,4/8/2024,47.0,Fashion,7203.61,Yes,Wallet,3.0,4.8,Cancelled
387,6/20/2024,49.0,Books,10278.55,No,UPI,2.0,2.8,Returned
388,2/18/2024,20.0,Fashion,14266.5,No,UPI,7.0,4.2,Delivered
389,5/3/2024,27.0,Beauty,1156.98,No,COD,7.0,3.5,Cancelled
390,11/3/2024,51.0,Beauty,23313.88,Yes,COD,10.0,3.3,Returned
391,6/23/2024,21.0,Sports,18578.77,,UPI,7.0,1.5,Returned
392,8/24/2024,42.0,Beauty,19365.24,No,Wallet,2.0,3.6,Delivered
393,8/25/2024,22.0,Sports,21971.64,No,COD,2.0,1.7,Returned
394,4/13/2024,45.0,Fashion,4479.76,Yes,Wallet,9.0,2.1,Delivered
395,11/8/2024,59.0,Books,20962.52,No,UPI,10.0,1.6,Delivered
396,1/3/2024,27.0,Books,23080.39,Yes,UPI,3.0,4.6,Cancelled
397,3/6/2024,65.0,Fashion,19697.75,No,Wallet,5.0,4.4,Cancelled
398,11/7/2024,42.0,Beauty,15124.57,Yes,UPI,4.0,2.2,Delivered
399,2/28/2024,37.0,Sports,7005.24,Yes,Wallet,8.0,4.2,Cancelled
400,12/3/2024,51.0,Sports,9143.95,No,UPI,8.0,3.0,Delivered
401,12/8/2024,42.0,Fashion,8788.43,Yes,Card,2.0,4.9,Delivered
402,4/12/2024,20.0,Sports,4509.27,Yes,Wallet,9.0,2.1,Cancelled
403,1/19/2024,43.0,Home & Kitchen,23039.25,No,UPI,9.0,1.1,Returned
404,12/16/2024,35.0,Sports,15424.84,,UPI,7.0,2.9,Delivered
405,9/23/2024,64.0,Books,11469.49,Yes,Card,5.0,1.2,Delivered
406,6/7/2024,25.0,Fashion,15196.99,Yes,UPI,5.0,2.4,Cancelled
407,12/27/2024,53.0,Sports,24512.11,Yes,UPI,2.0,2.1,Delivered
408,1/1/2024,22.0,Electronics,7225.69,Yes,COD,4.0,1.7,Returned
409,4/10/2024,60.0,Home & Kitchen,21575.65,No,Card,9.0,1.5,Delivered
410,11/6/2024,18.0,Home & Kitchen,23159.51,Yes,Wallet,4.0,2.7,Cancelled
411,10/18/2024,23.0,Electronics,6565.07,No,COD,7.0,2.4,Delivered
412,1/20/2024,63.0,Sports,23736.9,No,Wallet,9.0,4.5,Returned
413,11/7/2024,30.0,Beauty,6937.44,Yes,UPI,2.0,1.0,Returned
414,1/3/2024,52.0,Sports,9008.79,Yes,UPI,9.0,1.8,Delivered
415,5/21/2024,42.0,Sports,18156.95,No,UPI,4.0,3.0,Cancelled
416,6/17/2024,51.0,Books,4864.92,No,Wallet,7.0,4.4,Delivered
417,12/6/2024,49.0,Beauty,13368.96,Yes,Wallet,10.0,3.3,Returned
418,10/11/2024,43.0,Beauty,20443.59,Yes,COD,2.0,1.9,Returned
419,11/8/2024,56.0,Books,22989.6,No,UPI,9.0,1.6,Delivered
420,1/3/2024,59.0,Fashion,15613.32,Yes,Wallet,4.0,3.9,Delivered
421,4/15/2024,45.0,Books,1044.37,Yes,Card,4.0,1.0,Cancelled
422,8/4/2024,22.0,Sports,4098.11,No,UPI,7.0,1.0,Returned
423,3/13/2024,54.0,Fashion,3994.52,Yes,COD,10.0,4.1,Delivered
424,1/28/2024,26.0,Beauty,6361.7,No,COD,7.0,3.0,Delivered
425,3/3/2024,22.0,Fashion,12205.58,Yes,UPI,9.0,1.5,Returned
426,9/27/2024,22.0,Sports,21166.37,Yes,UPI,3.0,4.2,Returned
427,2/21/2024,64.0,Electronics,7878.2,Yes,Wallet,4.0,4.4,Delivered
428,2/22/2024,18.0,Sports,18249.99,No,UPI,2.0,2.6,Returned
429,3/5/2024,61.0,Home & Kitchen,13192.44,No,Card,6.0,3.2,Cancelled
430,8/19/2024,43.0,Beauty,16343.29,No,UPI,1.0,2.4,Cancelled
431,12/13/2024,55.0,Home & Kitchen,14550.48,Yes,Card,7.0,3.0,Returned
432,3/3/2024,19.0,Electronics,8206.17,Yes,UPI,9.0,2.3,Returned
433,7/17/2024,19.0,Sports,24034.63,No,Card,8.0,4.3,Returned
434,6/1/2024,20.0,Sports,12243.39,No,COD,4.0,1.7,Returned
435,5/7/2024,48.0,Sports,8454.15,No,UPI,3.0,2.9,Cancelled
436,1/7/2024,57.0,Sports,2387.2,No,Wallet,9.0,4.4,Returned
437,10/6/2024,33.0,Sports,24576.55,No,COD,7.0,3.5,Delivered
438,6/14/2024,43.0,Books,7947.37,No,Wallet,5.0,3.6,Delivered
439,5/30/2024,38.0,Home & Kitchen,9733.28,Yes,COD,5.0,1.7,Cancelled
440,4/13/2024,23.0,Fashion,18751.09,Yes,Wallet,10.0,2.9,Cancelled
441,6/12/2024,18.0,Books,20355.04,Yes,COD,8.0,4.2,Returned
442,11/8/2024,46.0,Home & Kitchen,2850.77,Yes,UPI,7.0,2.6,Cancelled
443,7/25/2024,19.0,Fashion,18854.47,No,COD,5.0,4.8,Returned
444,6/26/2024,33.0,Electronics,6985.4,Yes,COD,1.0,2.9,Delivered
445,12/19/2024,36.0,Electronics,13712.85,Yes,Card,5.0,4.5,Cancelled
446,10/1/2024,41.0,Fashion,18651.13,No,Card,7.0,1.1,Returned
447,7/20/2024,26.0,Sports,18120.37,No,Wallet,5.0,4.2,Returned
448,3/13/2024,61.0,Fashion,11919.88,No,UPI,5.0,3.5,Returned
449,12/14/2024,52.0,Sports,3083.43,No,Wallet,3.0,1.1,Cancelled
450,8/1/2024,50.0,Home & Kitchen,13767.31,No,UPI,1.0,2.8,Cancelled
451,7/29/2024,44.0,Beauty,8604.85,Yes,Card,6.0,2.5,Cancelled
452,6/30/2024,27.0,Fashion,24178.83,Yes,UPI,5.0,3.1,Returned
453,9/5/2024,59.0,Books,10199.49,Yes,UPI,3.0,1.3,Delivered
454,10/27/2024,37.0,Books,14538.36,No,Card,3.0,4.7,Delivered
455,12/15/2024,41.0,Books,7282.32,No,Wallet,4.0,2.6,Cancelled
456,3/31/2024,48.0,Sports,6259.27,No,COD,9.0,3.3,Cancelled
457,9/14/2024,48.0,Electronics,20383.08,Yes,Card,2.0,1.9,Returned
458,6/14/2024,21.0,Home & Kitchen,16680.44,No,COD,7.0,4.8,Returned
459,7/23/2024,43.0,Fashion,12595.23,No,Card,2.0,2.1,Delivered
460,1/6/2024,49.0,Sports,3475.21,Yes,COD,1.0,3.8,Delivered
461,5/4/2024,27.0,Home & Kitchen,11730.06,No,COD,6.0,3.7,Delivered
462,5/25/2024,26.0,Beauty,14010.38,Yes,Card,10.0,1.9,Returned
463,7/11/2024,65.0,Fashion,10711.75,No,UPI,5.0,1.6,Delivered
464,8/5/2024,35.0,Fashion,18420.24,Yes,Card,7.0,3.7,Cancelled
465,11/27/2024,34.0,Books,23388.41,Yes,COD,2.0,2.2,Returned
466,7/6/2024,50.0,Beauty,22882.78,Yes,Card,9.0,2.4,Cancelled
467,7/8/2024,22.0,Books,22667.54,No,Wallet,2.0,4.1,Returned
468,4/5/2024,59.0,Electronics,13853.98,Yes,UPI,1.0,4.2,Returned
469,1/10/2024,55.0,Sports,12237.03,Yes,Wallet,4.0,3.8,Returned
470,10/27/2024,24.0,Books,458.76,Yes,Card,6.0,1.7,Delivered
471,12/5/2024,56.0,Beauty,5843.91,No,COD,10.0,3.0,Delivered
472,3/30/2024,34.0,Books,14637.04,No,Card,2.0,3.9,Cancelled
473,1/22/2024,57.0,Electronics,14074.84,No,COD,1.0,4.4,Delivered
474,8/11/2024,28.0,Books,1985.23,No,UPI,6.0,2.4,Returned
475,12/10/2024,49.0,Home & Kitchen,8453.13,Yes,UPI,7.0,2.3,Delivered
476,3/5/2024,62.0,Books,6524.58,No,Card,10.0,2.5,Delivered
477,8/2/2024,20.0,Books,4225.75,Yes,UPI,9.0,3.6,Returned
478,2/5/2024,22.0,Beauty,348.3,Yes,UPI,3.0,2.3,Delivered
479,10/27/2024,64.0,Electronics,9778.77,Yes,COD,4.0,3.5,Delivered
480,7/21/2024,23.0,Fashion,3051.52,No,COD,1.0,1.9,Returned
481,11/3/2024,47.0,Beauty,14625.79,Yes,Wallet,4.0,1.3,Cancelled
482,2/18/2024,64.0,Books,7421.84,No,UPI,4.0,4.8,Returned
483,1/20/2024,33.0,Home & Kitchen,5981.53,No,Wallet,2.0,4.4,Returned
484,8/17/2024,31.0,Books,14179.63,No,Wallet,8.0,2.1,Returned
485,9/23/2024,29.0,Sports,20221.04,No,Wallet,7.0,4.8,Cancelled
486,4/29/2024,32.0,Sports,10425.5,Yes,Card,9.0,3.4,Delivered
487,10/24/2024,41.0,Beauty,17038.14,No,UPI,4.0,1.4,Cancelled
488,5/15/2024,56.0,Home & Kitchen,8291.77,Yes,COD,2.0,2.2,Cancelled
489,6/15/2024,21.0,Books,11550.66,No,Wallet,7.0,3.5,Delivered
490,12/30/2024,43.0,Fashion,15148.29,No,COD,9.0,4.9,Returned
491,7/15/2024,20.0,Fashion,15717.1,Yes,UPI,9.0,2.2,Returned
492,10/12/2024,40.0,Books,23418.22,No,Wallet,7.0,3.0,Returned
493,11/8/2024,45.0,Sports,15295.63,No,UPI,8.0,3.4,Cancelled
494,12/9/2024,44.0,Fashion,13352.39,Yes,UPI,3.0,1.2,Cancelled
495,5/13/2024,52.0,Home & Kitchen,12060.08,Yes,Card,2.0,2.3,Returned
496,2/5/2024,24.0,Electronics,19154.37,Yes,Card,3.0,2.0,Cancelled
497,10/19/2024,55.0,Sports,2744.18,Yes,UPI,4.0,1.8,Delivered
498,5/10/2024,21.0,Sports,19896.63,No,Card,2.0,1.6,Cancelled
499,2/26/2024,37.0,Electronics,20648.27,No,Wallet,1.0,3.8,Cancelled
500,7/10/2024,44.0,Home & Kitchen,22688.84,No,Wallet,7.0,2.4,Returned
501,5/4/2024,59.0,Sports,5732.47,Yes,Wallet,2.0,3.2,Cancelled
502,11/20/2024,32.0,Electronics,6509.01,Yes,UPI,2.0,3.7,Delivered
503,5/3/2024,32.0,Sports,9773.93,Yes,COD,2.0,3.1,Delivered
504,5/4/2024,48.0,Fashion,22842.59,Yes,Card,2.0,3.2,Delivered
505,3/19/2024,61.0,Sports,8651.38,No,UPI,2.0,2.2,Cancelled
506,3/28/2024,36.0,Home & Kitchen,23461.47,No,UPI,7.0,3.3,Cancelled
507,3/16/2024,54.0,Electronics,6849.73,No,COD,8.0,1.0,Delivered
508,11/13/2024,22.0,Home & Kitchen,19261.67,Yes,COD,7.0,2.7,Cancelled
509,9/24/2024,32.0,Sports,12177.37,No,UPI,4.0,3.7,Delivered
510,6/10/2024,33.0,Home & Kitchen,16344.51,No,COD,9.0,4.2,Cancelled
511,1/2/2024,39.0,Home & Kitchen,11289.71,No,UPI,8.0,1.7,Delivered
512,6/13/2024,35.0,Home & Kitchen,14463.15,Yes,COD,4.0,4.6,Cancelled
513,9/9/2024,19.0,Home & Kitchen,6472.58,Yes,UPI,9.0,4.2,Returned
514,8/21/2024,51.0,Books,22050.0,No,COD,2.0,1.6,Cancelled
515,11/21/2024,53.0,Sports,10018.48,No,UPI,4.0,2.7,Cancelled
516,12/11/2024,27.0,Sports,22346.39,No,Card,5.0,1.4,Delivered
517,12/5/2024,36.0,Books,16123.8,Yes,Card,1.0,2.4,Delivered
518,2/18/2024,25.0,Beauty,14103.3,Yes,COD,6.0,3.7,Cancelled
519,11/16/2024,49.0,Home & Kitchen,23292.95,No,Card,10.0,2.0,Returned
520,12/15/2024,46.0,Home & Kitchen,16276.32,No,Wallet,2.0,3.0,Returned
521,1/8/2024,20.0,Electronics,16309.2,Yes,COD,8.0,2.2,Returned
522,6/16/2024,47.0,Home & Kitchen,21100.81,No,Wallet,3.0,4.2,Cancelled
523,4/17/2024,41.0,Electronics,13956.3,Yes,COD,8.0,4.3,Cancelled
524,6/26/2024,20.0,Books,12390.8,No,Card,10.0,2.6,Cancelled
525,7/5/2024,34.0,Beauty,16077.6,No,UPI,9.0,3.9,Cancelled
526,10/27/2024,23.0,Fashion,12708.74,No,COD,6.0,1.7,Returned
527,11/24/2024,47.0,Home & Kitchen,2680.76,Yes,UPI,2.0,4.5,Cancelled
528,2/12/2024,50.0,Beauty,11334.47,No,Card,7.0,4.2,Delivered
529,2/18/2024,49.0,Beauty,14694.8,No,Card,3.0,1.0,Returned
530,7/21/2024,41.0,Home & Kitchen,14297.92,No,Card,1.0,4.8,Returned
531,3/31/2024,22.0,Fashion,4937.68,Yes,Wallet,1.0,1.1,Returned
532,4/7/2024,49.0,Books,7042.38,Yes,UPI,2.0,1.7,Returned
533,8/20/2024,51.0,Electronics,11877.37,Yes,UPI,5.0,2.9,Returned
534,9/16/2024,55.0,Sports,24022.47,No,Card,2.0,3.2,Cancelled
535,1/12/2024,55.0,Sports,19440.76,No,Card,4.0,2.8,Cancelled
536,4/27/2024,26.0,Sports,15861.83,No,Wallet,2.0,2.3,Delivered
537,2/25/2024,47.0,Home & Kitchen,15768.76,Yes,Card,10.0,3.5,Cancelled
538,7/13/2024,31.0,Electronics,6170.11,Yes,Card,3.0,4.6,Delivered
539,2/7/2024,53.0,Beauty,6693.66,Yes,Wallet,7.0,2.2,Cancelled
540,11/13/2024,43.0,Fashion,2699.6,No,UPI,8.0,1.2,Delivered
541,7/14/2024,55.0,Fashion,10196.53,No,Wallet,4.0,2.5,Returned
542,1/29/2024,61.0,Books,11588.38,Yes,COD,5.0,3.4,Cancelled
543,8/25/2024,56.0,Electronics,2748.74,No,UPI,8.0,2.9,Delivered
544,2/29/2024,50.0,Sports,2171.19,No,Wallet,10.0,1.5,Returned
545,7/18/2024,60.0,Electronics,5277.03,Yes,COD,6.0,1.2,Cancelled
546,8/13/2024,60.0,Books,14283.72,Yes,Wallet,7.0,1.0,Returned
547,3/20/2024,38.0,Electronics,21824.22,No,Wallet,3.0,1.8,Returned
548,4/17/2024,32.0,Electronics,20589.66,Yes,Card,10.0,2.3,Returned
549,11/16/2024,47.0,Electronics,10106.35,Yes,Wallet,7.0,4.8,Returned
550,11/1/2024,62.0,Sports,22876.99,Yes,Wallet,2.0,4.2,Cancelled
551,6/4/2024,33.0,Books,21599.62,Yes,Wallet,8.0,2.8,Delivered
552,8/31/2024,28.0,Fashion,12784.31,No,COD,6.0,1.5,Cancelled
553,12/9/2024,64.0,Sports,18265.56,Yes,UPI,1.0,3.0,Returned
554,9/19/2024,44.0,Fashion,16182.67,Yes,Wallet,7.0,1.8,Returned
555,6/10/2024,58.0,Beauty,15672.89,No,UPI,4.0,1.3,Delivered
556,6/20/2024,34.0,Electronics,17723.79,Yes,UPI,10.0,1.3,Returned
557,3/22/2024,34.0,Sports,14272.56,No,Wallet,1.0,3.2,Delivered
558,11/3/2024,59.0,Beauty,11332.58,No,UPI,10.0,1.6,Delivered
559,10/31/2024,48.0,Sports,9244.86,No,Card,10.0,4.1,Delivered
560,12/27/2024,28.0,Books,16437.49,Yes,UPI,10.0,2.3,Returned
561,7/9/2024,52.0,Sports,21113.74,Yes,Wallet,5.0,3.9,Returned
562,4/5/2024,51.0,Fashion,18263.4,Yes,Card,5.0,3.6,Returned
563,8/6/2024,50.0,Books,7381.34,No,UPI,4.0,2.5,Returned
564,7/4/2024,26.0,Home & Kitchen,19659.89,Yes,UPI,1.0,2.9,Returned
565,4/21/2024,55.0,Beauty,9254.5,No,UPI,1.0,2.3,Cancelled
566,1/14/2024,41.0,Sports,4295.32,No,COD,4.0,2.3,Delivered
567,5/30/2024,29.0,Home & Kitchen,12791.31,No,Wallet,5.0,2.1,Delivered
568,5/28/2024,57.0,Home & Kitchen,9983.95,Yes,Card,5.0,2.9,Cancelled
569,8/29/2024,65.0,Home & Kitchen,3703.65,No,Wallet,10.0,4.0,Cancelled
570,7/25/2024,21.0,Books,5357.96,Yes,Wallet,7.0,2.4,Returned
571,11/11/2024,37.0,Beauty,10191.69,Yes,UPI,2.0,4.1,Delivered
572,12/25/2024,65.0,Sports,13084.4,No,COD,2.0,1.0,Delivered
573,1/26/2024,19.0,Electronics,14414.3,Yes,UPI,6.0,3.8,Cancelled
574,2/2/2024,28.0,Fashion,18539.51,Yes,Wallet,5.0,3.1,Delivered
575,1/11/2024,26.0,Home & Kitchen,5512.04,No,Wallet,6.0,2.9,Cancelled
576,1/1/2024,46.0,Books,24564.76,No,UPI,7.0,3.1,Delivered
577,6/17/2024,51.0,Home & Kitchen,2635.34,No,Wallet,10.0,4.1,Delivered
578,5/26/2024,41.0,Home & Kitchen,7386.15,Yes,Card,5.0,1.9,Cancelled
579,1/23/2024,28.0,Books,23397.59,Yes,COD,7.0,3.6,Cancelled
580,5/18/2024,28.0,Beauty,18720.06,Yes,UPI,4.0,2.4,Delivered
581,10/28/2024,23.0,Electronics,16206.7,Yes,UPI,4.0,4.9,Delivered
582,1/21/2024,33.0,Sports,6823.34,No,Card,4.0,2.7,Cancelled
583,7/25/2024,47.0,Beauty,24894.01,Yes,Wallet,9.0,3.5,Cancelled
584,6/17/2024,63.0,Fashion,24856.8,No,Card,7.0,1.6,Delivered
585,9/15/2024,27.0,Beauty,15215.76,No,COD,6.0,1.8,Cancelled
586,5/25/2024,56.0,Beauty,13742.66,No,Card,4.0,4.2,Returned
587,2/12/2024,26.0,Electronics,19706.39,,COD,7.0,4.3,Cancelled
588,3/15/2024,57.0,Electronics,3090.42,No,Wallet,9.0,2.2,Returned
589,6/23/2024,21.0,Beauty,11985.05,Yes,COD,8.0,4.0,Cancelled
590,8/20/2024,37.0,Books,22353.7,No,Card,3.0,4.2,Cancelled
591,6/9/2024,38.0,Sports,8584.72,Yes,UPI,3.0,3.3,Cancelled
592,5/4/2024,33.0,Books,5913.95,No,Wallet,3.0,1.4,Delivered
593,4/2/2024,48.0,Sports,19399.95,No,Card,6.0,3.6,Cancelled
594,11/21/2024,50.0,Sports,16704.02,Yes,Card,7.0,1.1,Cancelled
595,9/20/2024,36.0,Electronics,6982.4,No,UPI,7.0,2.6,Delivered
596,3/6/2024,47.0,Electronics,9352.49,No,COD,7.0,1.7,Returned
597,7/25/2024,64.0,Home & Kitchen,18666.56,No,Card,9.0,4.1,Cancelled
598,2/2/2024,34.0,Beauty,21082.74,Yes,COD,9.0,4.6,Delivered
599,8/7/2024,38.0,Beauty,1848.89,Yes,COD,2.0,2.0,Delivered
600,3/20/2024,61.0,Books,17129.86,Yes,Card,7.0,1.1,Cancelled
601,3/24/2024,48.0,Electronics,19756.2,No,UPI,1.0,3.2,Cancelled
602,5/8/2024,20.0,Beauty,3188.65,Yes,COD,9.0,4.0,Returned
603,7/20/2024,27.0,Electronics,3720.01,No,UPI,6.0,1.9,Cancelled
604,1/10/2024,37.0,Beauty,14579.16,No,Card,5.0,2.5,Delivered
605,3/25/2024,56.0,Books,19105.16,Yes,Wallet,9.0,3.5,Delivered
606,11/18/2024,41.0,Electronics,23889.22,Yes,Wallet,9.0,4.3,Cancelled
607,1/8/2024,34.0,Books,23920.72,No,Wallet,1.0,1.9,Returned
608,12/4/2024,63.0,Sports,12955.8,No,UPI,7.0,2.8,Returned
609,9/29/2024,56.0,Sports,13921.93,No,UPI,3.0,2.7,Delivered
610,9/29/2024,35.0,Sports,15392.43,No,UPI,6.0,3.9,Cancelled
611,4/30/2024,38.0,Fashion,1577.7,Yes,Card,5.0,4.7,Cancelled
612,9/16/2024,30.0,Electronics,24361.91,No,Wallet,7.0,3.6,Cancelled
613,10/27/2024,54.0,Fashion,21746.97,No,UPI,5.0,3.6,Delivered
614,7/5/2024,42.0,Home & Kitchen,23025.54,No,Card,5.0,4.4,Returned
615,7/24/2024,43.0,Fashion,10245.34,No,UPI,4.0,2.0,Cancelled
616,12/16/2024,42.0,Books,2532.5,No,UPI,6.0,1.8,Delivered
617,2/27/2024,46.0,Books,7466.1,No,UPI,10.0,1.4,Delivered
618,6/10/2024,28.0,Electronics,21916.57,No,UPI,2.0,3.4,Delivered
619,6/15/2024,22.0,Sports,4912.75,Yes,UPI,2.0,3.9,Cancelled
620,7/24/2024,36.0,Sports,24027.45,No,Card,7.0,2.2,Cancelled
621,1/20/2024,21.0,Home & Kitchen,9258.21,Yes,Card,8.0,4.9,Delivered
622,3/22/2024,61.0,Electronics,744.2,Yes,UPI,1.0,2.9,Delivered
623,1/31/2024,50.0,Fashion,14584.84,Yes,Wallet,6.0,2.8,Returned
624,12/17/2024,26.0,Home & Kitchen,13302.4,Yes,Card,10.0,3.8,Delivered
625,8/14/2024,51.0,Home & Kitchen,8951.47,Yes,Wallet,2.0,4.9,Cancelled
626,12/28/2024,20.0,Home & Kitchen,22176.5,Yes,COD,1.0,4.3,Delivered
627,5/31/2024,39.0,Fashion,21747.28,Yes,UPI,1.0,4.3,Returned
628,12/24/2024,27.0,Electronics,16779.34,Yes,COD,4.0,4.9,Delivered
629,5/8/2024,47.0,Sports,15907.82,No,Wallet,2.0,1.2,Delivered
630,12/2/2024,58.0,Fashion,14858.38,No,Card,9.0,1.3,Returned
631,2/28/2024,61.0,Books,11820.06,Yes,COD,7.0,1.1,Cancelled
632,8/6/2024,52.0,Home & Kitchen,18558.35,Yes,COD,2.0,1.9,Delivered
633,11/15/2024,50.0,Books,15200.3,Yes,COD,9.0,1.7,Returned
634,6/20/2024,46.0,Electronics,5794.43,Yes,Wallet,4.0,4.3,Returned
635,6/15/2024,58.0,Home & Kitchen,23485.35,Yes,COD,9.0,4.1,Returned
636,12/15/2024,24.0,Electronics,17202.84,No,UPI,2.0,3.0,Returned
637,1/8/2024,33.0,Books,3853.96,No,UPI,8.0,3.7,Delivered
638,2/22/2024,52.0,Fashion,12018.69,Yes,Card,6.0,1.3,Delivered
639,3/8/2024,27.0,Sports,14100.18,No,COD,7.0,3.0,Cancelled
640,2/8/2024,61.0,Sports,7256.34,No,UPI,10.0,2.8,Delivered
641,5/12/2024,28.0,Fashion,22179.9,No,Wallet,6.0,3.6,Returned
642,4/6/2024,21.0,Books,11306.42,No,Card,2.0,1.5,Cancelled
643,7/4/2024,64.0,Sports,4476.4,Yes,Wallet,6.0,3.9,Cancelled
644,5/28/2024,20.0,Beauty,21300.39,Yes,Card,1.0,1.9,Delivered
645,12/7/2024,62.0,Home & Kitchen,24173.69,Yes,Card,6.0,1.8,Cancelled
646,8/27/2024,44.0,Electronics,12699.35,Yes,UPI,2.0,3.3,Delivered
647,7/14/2024,41.0,Home & Kitchen,3069.88,Yes,UPI,2.0,2.5,Returned
648,6/30/2024,48.0,Fashion,4827.32,Yes,UPI,3.0,4.6,Returned
649,3/22/2024,64.0,Sports,1605.3,No,UPI,7.0,3.7,Cancelled
