order_id,order_date,customer_age,order_value,discount_applied,delivery_time_days,customer_rating,product_category_Books,product_category_Electronics,product_category_Fashion,product_category_Home & Kitchen,product_category_Sports,payment_method_Card,payment_method_UPI,payment_method_Wallet,order_status_Delivered,order_status_Returned
563,2024-08-06,0.635939573088359,-0.7729730987709054,0,4,2.5,1,0,0,0,0,0,1,0,0,1
564,2024-07-04,-1.111003076537395,0.9503881601309144,1,1,2.9,0,0,0,1,0,0,1,0,0,1
565,2024-04-21,0.9998859584270577,-0.5100649071909116,0,1,2.3,0,0,0,0,0,0,1,0,0,0
566,2024-01-14,-0.01916392052129879,-1.2061127864535874,0,4,2.3,0,0,0,0,1,0,0,0,1,0
567,2024-05-30,-0.8926352453341758,-0.01365439177202703,0,5,2.1,0,0,0,1,0,0,0,1,1,0
568,2024-05-28,1.1454645125625371,-0.40768263320042136,1,5,2.9,0,0,0,1,0,1,0,0,0,0
569,2024-08-29,1.7277787291044553,-1.2891568882452842,0,10,4.0,0,0,0,1,0,0,0,1,0,0
570,2024-07-25,-1.4749494618760939,-1.0569654841940022,1,7,2.4,1,0,0,0,0,0,0,1,0,1
571,2024-11-11,-0.3103210287922578,-0.37852519458395084,1,2,4.1,0,0,0,0,0,0,1,0,1,0
572,2024-12-25,1.7277787291044553,0.02748238344748461,0,2,1.0,0,0,0,0,1,0,0,0,1,0
573,2024-01-26,-1.6205280160115734,0.21414107997219883,1,6,3.8,0,1,0,0,0,0,1,0,0,0
574,2024-02-02,-0.9654245224019156,0.7931367349016795,1,5,3.1,0,0,1,0,0,0,0,1,1,0
575,2024-01-11,-1.111003076537395,-1.0353395183615877,0,6,2.9,0,0,0,1,0,0,0,1,0,0
576,2024-01-01,0.3447824648174,1.6388133355750645,0,7,3.1,1,0,0,0,0,0,1,0,1,0
577,2024-06-17,0.7087288501560988,-1.4391000058363193,0,10,4.1,0,0,0,1,0,0,0,1,1,0
578,2024-05-26,-0.01916392052129879,-0.7722979891158307,1,5,1.9,0,0,0,1,0,1,0,0,0,0
579,2024-01-23,-0.9654245224019156,1.4749946794183981,1,7,3.6,1,0,0,0,0,0,0,0,0,0
580,2024-05-18,-0.9654245224019156,0.81847790916857,1,4,2.4,0,0,0,0,0,0,1,0,1,0
581,2024-10-28,-1.3293709077406144,0.46571416640794444,1,4,4.9,0,1,0,0,0,0,1,0,1,0
582,2024-01-21,-0.6014781370632168,-0.8512914329770792,0,4,2.7,0,0,0,0,1,1,0,0,0,0
583,2024-07-25,0.41757174188513974,1.6850253634198364,1,9,3.5,0,0,0,0,0,0,0,1,0,0
584,2024-06-17,1.5822001749689758,1.6798027375850484,0,7,1.6,0,0,1,0,0,1,0,0,1,0
585,2024-09-15,-1.0382137994696552,0.32663034902753957,0,6,1.8,0,0,0,0,0,0,0,0,0,0
586,2024-05-25,1.0726752354947975,0.11987275383199356,0,4,4.2,0,0,0,0,0,1,0,0,0,1
587,2024-02-12,-1.111003076537395,0.956914687981429,1,7,4.3,0,1,0,0,0,0,0,0,0,0
588,2024-03-15,1.1454645125625371,-1.3752270532726174,0,9,2.2,0,1,0,0,0,0,0,1,0,1
589,2024-06-23,-1.4749494618760939,-0.12681736692806594,1,8,4.0,0,0,0,0,0,0,0,0,0,0
590,2024-08-20,-0.3103210287922578,1.3284790416146657,0,3,4.2,1,0,0,0,0,1,0,0,0,0
591,2024-06-09,-0.23753175172451804,-0.6040721722170964,1,3,3.3,0,0,0,0,1,0,1,0,0,0
592,2024-05-04,-0.6014781370632168,-0.9789292644174957,0,3,1.4,1,0,0,0,0,0,0,1,1,0
593,2024-04-02,0.4903610189528795,0.9139041676693505,0,6,3.6,0,0,0,0,1,1,0,0,0,0
594,2024-11-21,0.635939573088359,0.535515732657791,1,7,1.1,0,0,0,0,1,1,0,0,0,0
595,2024-09-20,-0.38311030585999756,-0.8289664970651903,0,7,2.6,0,1,0,0,0,0,1,0,1,0
596,2024-03-06,0.41757174188513974,-0.49631147785603175,0,7,1.7,0,1,0,0,0,0,0,0,0,1
597,2024-07-25,1.6549894520367154,0.8109688932545372,0,9,4.1,0,0,0,1,0,1,0,0,0,0
598,2024-02-02,-0.5286888599954771,1.1500928945847757,1,9,4.6,0,0,0,0,0,0,0,0,1,0
599,2024-08-07,-0.23753175172451804,-1.5494825397726015,1,2,2.0,0,0,0,0,0,0,0,0,1,0
600,2024-03-20,1.4366216208334963,0.5952846922247391,1,7,1.1,1,0,0,0,0,1,0,0,0,0
601,2024-03-24,0.4903610189528795,0.9639057923305502,0,1,3.2,0,1,0,0,0,0,1,0,0,0
602,2024-05-08,-1.5477387389438335,-1.3614399386327027,1,9,4.0,0,0,0,0,0,0,0,0,0,1
603,2024-07-20,-1.0382137994696552,-1.2868606732854042,0,6,1.9,0,1,0,0,0,0,1,0,0,0
604,2024-01-10,-0.3103210287922578,0.23728007742243154,0,5,2.5,0,0,0,0,0,1,0,0,1,0
605,2024-03-25,1.0726752354947975,0.8725287882058415,1,9,3.5,1,0,0,0,0,0,0,1,1,0
606,2024-11-18,-0.01916392052129879,1.5439976232280421,1,9,4.3,0,1,0,0,0,0,0,1,0,0
607,2024-01-08,-0.5286888599954771,1.5484188195138746,0,1,1.9,1,0,0,0,0,0,0,1,0,1
608,2024-12-04,1.5822001749689758,0.009432674166276758,0,7,2.8,0,0,0,0,1,0,1,0,0,1
609,2024-09-29,1.0726752354947975,0.14503427313869752,0,3,2.7,0,0,0,0,1,0,1,0,1,0
610,2024-09-29,-0.4558995829277373,0.3514269441963653,0,6,3.9,0,0,0,0,1,0,1,0,0,0
611,2024-04-30,-0.23753175172451804,-1.587545530907677,1,5,4.7,0,0,1,0,0,1,0,0,0,0
612,2024-09-16,-0.8198459682664361,1.6103422350486805,0,7,3.6,0,1,0,0,0,0,0,1,0,0
613,2024-10-27,0.927096681359318,1.243321186932028,0,5,3.6,0,0,1,0,0,0,1,0,1,0
614,2024-07-05,0.05362535654644096,1.4227754388424,0,5,4.4,0,0,0,1,0,1,0,0,0,1
615,2024-07-24,0.1264146336141807,-0.3709951253542713,0,4,2.0,0,0,1,0,0,0,1,0,0,0
616,2024-12-16,0.05362535654644096,-1.4535341590437796,0,6,1.8,1,0,0,0,0,0,1,0,1,0
617,2024-02-27,0.3447824648174,-0.761076571876075,0,10,1.4,1,0,0,0,0,0,1,0,1,0
618,2024-06-10,-0.9654245224019156,1.2671254691567,0,2,3.4,0,1,0,0,0,0,1,0,1,0
619,2024-06-15,-1.402160184808354,-1.119453128588143,1,2,3.9,0,0,0,0,1,0,1,0,0,0
620,2024-07-24,-0.38311030585999756,1.5633989553737757,0,7,2.2,0,0,0,0,1,1,0,0,0,0
621,2024-01-20,-1.4749494618760939,-0.509544188517247,1,8,4.9,0,0,0,1,0,1,0,0,1,0
622,2024-03-22,1.4366216208334963,-1.7045317881851785,1,1,2.9,0,1,0,0,0,0,1,0,1,0
623,2024-01-31,0.635939573088359,0.23807729630825789,1,6,2.8,0,0,1,0,0,0,0,1,0,1
624,2024-12-17,-1.111003076537395,0.05807986885419768,1,10,3.8,0,0,0,1,0,1,0,0,1,0
625,2024-08-14,0.7087288501560988,-0.5525968154606193,1,2,4.9,0,0,0,1,0,0,0,1,0,0
626,2024-12-28,-1.5477387389438335,1.3036080580638878,1,1,4.3,0,0,0,1,0,0,0,0,1,0
627,2024-05-31,-0.1647424746567783,1.243364697117698,1,1,4.3,0,0,1,0,0,0,1,0,0,1
628,2024-12-24,-1.0382137994696552,0.546087304221248,1,4,4.9,0,1,0,0,0,0,0,0,1,0
629,2024-05-08,0.41757174188513974,0.4237647332044654,0,2,1.2,0,0,0,0,1,0,0,1,1,0
630,2024-12-02,1.218253789630277,0.2764701227218004,0,9,1.3,0,0,1,0,0,1,0,0,0,1
631,2024-02-28,1.4366216208334963,-0.14997461058519249,1,7,1.1,1,0,0,0,0,0,0,0,0,0
632,2024-08-06,0.7815181272238385,0.7957810313469202,1,2,1.9,0,0,0,1,0,0,0,0,1,0
633,2024-11-15,0.635939573088359,0.32446045396154044,1,9,1.7,1,0,0,0,0,0,0,0,0,1
634,2024-06-20,0.3447824648174,-0.9957045463248826,1,4,4.3,0,1,0,0,0,0,0,1,0,1
635,2024-06-15,1.218253789630277,1.4873122726261647,1,9,4.1,0,0,0,1,0,0,0,0,0,1
636,2024-12-15,-1.2565816306728745,0.6055278320641057,0,2,3.0,0,1,0,0,0,0,1,0,0,1
637,2024-01-08,-0.6014781370632168,-1.2680600624127933,0,8,3.7,1,0,0,0,0,0,1,0,1,0
638,2024-02-22,0.7815181272238385,-0.12209581000567207,1,6,1.3,0,0,1,0,0,1,0,0,1,0
639,2024-03-08,-1.0382137994696552,0.17005262989900305,0,7,3.0,0,0,0,0,1,0,0,0,0,0
640,2024-02-08,1.4366216208334963,-0.7905175284765895,0,10,2.8,0,0,0,0,1,0,1,0,1,0
641,2024-05-12,-0.9654245224019156,1.3040852665518827,0,6,3.6,0,0,1,0,0,0,0,1,0,1
642,2024-04-06,-1.4749494618760939,-0.22206677757741305,0,2,1.5,1,0,0,0,0,1,0,0,0,0
643,2024-07-04,1.6549894520367154,-1.1806972238047453,1,6,3.9,0,0,0,0,1,0,0,1,0,0
644,2024-05-28,-1.5477387389438335,1.1806412555883126,1,1,1.9,0,0,0,0,0,1,0,0,1,0
645,2024-12-07,1.509410897901236,1.5839245345750494,1,6,1.8,0,0,0,1,0,1,0,0,0,0
646,2024-08-27,0.19920391068192048,-0.026561477817904584,1,2,3.3,0,1,0,0,0,0,1,0,1,0
647,2024-07-14,-0.01916392052129879,-1.3781099539618553,1,2,2.5,0,0,0,1,0,0,1,0,0,1
648,2024-06-30,0.4903610189528795,-1.1314436936261958,1,3,4.6,0,0,1,0,0,0,1,0,0,1
649,2024-03-22,1.6549894520367154,-1.5836717208286621,0,7,3.7,0,0,0,0,1,0,1,0,0,0
650,2024-11-21,0.4903610189528795,-1.3837985598496265,0,5,3.8,0,1,0,0,0,0,0,0,1,0
651,2024-06-26,-0.1647424746567783,-1.181761118022098,1,1,4.6,0,0,0,0,1,0,0,1,0,1
652,2024-04-28,-1.5477387389438335,-1.2652150576917196,1,7,2.5,0,1,0,0,0,1,0,0,1,0
653,2024-01-06,-1.0382137994696552,1.3016248357299571,0,7,1.9,0,0,0,1,0,0,0,1,0,1
654,2024-03-21,1.0726752354947975,-0.2731126466946951,1,8,3.5,0,0,0,0,1,0,1,0,0,1
655,2024-10-17,-1.402160184808354,0.6409058236770238,1,2,2.3,0,0,0,1,0,0,0,1,1,0
656,2024-12-13,-0.6742674141309566,-0.7349802853546524,1,1,3.0,0,0,0,0,1,0,0,0,1,0
657,2024-06-23,1.509410897901236,-0.6187800185279654,1,1,4.0,0,0,0,1,0,0,1,0,0,0
658,2024-03-11,-1.693317293079313,0.929782578330183,0,1,3.4,0,0,0,1,0,0,1,0,0,0
659,2024-10-30,0.19920391068192048,1.2969650352001274,0,1,1.2,0,0,0,1,0,0,0,0,0,0
660,2024-05-22,0.927096681359318,1.4662786067406146,1,9,3.0,0,0,0,0,1,1,0,0,1,0
661,2024-02-20,-0.6014781370632168,-0.02408139723470907,1,7,4.2,0,0,1,0,0,0,0,1,1,0
662,2024-03-18,1.2910430666980168,-0.5597465214542795,0,2,2.6,0,0,0,0,1,1,0,0,0,1
663,2024-02-01,-1.2565816306728745,-0.1082848349413576,0,10,4.5,0,1,0,0,0,0,0,1,1,0
664,2024-04-23,-0.5286888599954771,-1.5554490494269102,0,8,4.9,0,0,1,0,0,0,0,0,1,0
665,2024-04-18,-0.8198459682664361,-1.4145378042483614,1,1,2.7,0,0,0,0,0,0,0,0,0,1
666,2024-08-27,0.927096681359318,0.4379027364384938,1,5,1.5,0,0,0,1,0,0,1,0,0,0
667,2024-04-23,-0.6742674141309566,-1.1055425011631004,0,1,1.5,0,0,0,0,0,0,0,1,0,0
668,2024-12-14,0.41757174188513974,-0.9164135489358257,0,7,1.5,0,0,0,0,1,0,1,0,0,1
669,2024-05-31,-1.2565816306728745,-0.5850512033073819,1,10,3.6,0,0,0,1,0,1,0,0,1,0
670,2024-04-12,-0.5286888599954771,0.036034240263223306,1,7,2.8,0,1,0,0,0,0,0,1,0,1
671,2024-10-19,0.635939573088359,1.4472099169821004,0,6,1.3,0,0,0,0,0,1,0,0,1,0
672,2024-03-03,-1.111003076537395,1.1946529389284604,1,3,4.5,0,0,1,0,0,0,0,0,0,0
673,2024-06-07,-0.6742674141309566,1.3653546257472606,1,3,2.0,0,0,0,0,1,0,0,0,0,1
674,2024-06-29,-0.6014781370632168,0.4560450803085477,1,8,1.7,0,0,0,1,0,0,1,0,1,0
675,2024-01-23,-0.6014781370632168,-1.4680497184050745,1,2,4.3,0,1,0,0,0,0,1,0,0,1
676,2024-05-04,0.1264146336141807,1.3916024961413405,0,3,2.2,1,0,0,0,0,0,0,1,0,1
677,2024-08-17,-1.693317293079313,-0.34492831347475417,1,8,4.3,0,1,0,0,0,0,0,0,0,0
678,2024-03-11,1.4366216208334963,-0.8425192181242371,0,1,2.5,0,0,0,0,1,0,1,0,1,0
679,2024-01-14,-0.8198459682664361,1.3423489659627912,0,5,2.3,1,0,0,0,0,0,0,0,0,1
680,2024-11-01,-0.23753175172451804,0.37017281644829453,0,4,1.7,0,1,0,0,0,0,0,0,0,1
681,2024-07-14,0.5631502960206192,1.593537478499388,1,5,2.0,0,0,0,1,0,0,0,0,0,0
682,2024-09-12,-0.6742674141309566,-0.6686005846746025,1,4,1.6,0,0,0,1,0,0,1,0,0,0
683,2024-10-07,1.509410897901236,1.3175804418814945,1,2,4.7,0,0,0,0,0,0,1,0,0,0
684,2024-05-14,1.7277787291044553,-1.222840347512175,1,9,3.8,0,0,1,0,0,0,0,1,0,0
685,2024-12-07,-1.183792353605135,1.4396980939593147,1,7,1.8,0,0,1,0,0,1,0,0,1,0
686,2024-08-07,0.4903610189528795,1.5954870155282836,1,9,2.6,0,0,0,1,0,0,1,0,1,0
687,2024-11-22,1.0726752354947975,-0.632665381974232,0,9,1.8,0,1,0,0,0,0,0,1,0,0
688,2024-03-28,-1.402160184808354,0.2810471135434193,0,4,3.1,0,0,1,0,0,0,1,0,0,0
689,2024-02-25,-0.6742674141309566,-1.1417626254018909,0,4,4.1,0,0,1,0,0,1,0,0,0,0
690,2024-09-01,-0.38311030585999756,-0.3044666479103172,0,6,4.3,0,0,0,0,1,0,1,0,1,0
691,2024-11-18,1.0726752354947975,0.33746578881376993,0,7,3.8,1,0,0,0,0,1,0,0,0,1
692,2024-10-12,0.8543074042915783,-0.9447878042102344,0,7,3.1,0,0,0,0,1,0,0,0,1,0
693,2024-10-14,-0.3103210287922578,-1.3916949567715609,1,5,2.9,1,0,0,0,0,0,0,1,0,0
694,2024-08-24,-0.01916392052129879,0.8528663949460871,0,5,1.1,0,0,0,0,1,0,1,0,0,0
695,2024-02-23,-1.6205280160115734,-0.023646295378008053,1,5,2.3,1,0,0,0,0,0,0,1,0,0
696,2024-03-06,1.6549894520367154,0.7071381511475457,1,6,1.7,0,0,0,0,1,1,0,0,0,1
697,2024-08-28,-1.693317293079313,-1.284318836309645,1,2,3.9,0,0,0,0,0,1,0,0,0,1
698,2024-10-28,-1.5477387389438335,-1.118295196227568,0,4,2.1,0,0,1,0,0,0,0,1,0,1
699,2024-12-18,-0.23753175172451804,0.6467053103605346,0,8,3.2,0,0,0,0,1,0,0,1,0,0
700,2024-07-27,0.3447824648174,-1.1986500878339776,0,2,2.0,0,0,0,0,1,1,0,0,0,1
701,2024-08-29,1.2910430666980168,-1.5805782869829559,0,7,2.3,0,0,0,0,1,0,1,0,1,0
702,2024-11-07,-1.3293709077406144,-1.4678209390417125,1,5,5.0,0,1,0,0,0,1,0,0,1,0
703,2024-05-17,0.927096681359318,-0.9865589860079036,1,8,1.4,0,0,1,0,0,1,0,0,0,1
704,2024-03-08,1.218253789630277,-1.2923176927010602,0,1,3.6,0,0,0,1,0,0,1,0,1,0
705,2024-09-09,0.4903610189528795,0.9675732799162264,1,5,1.8,0,0,0,0,0,1,0,0,0,1
706,2024-12-01,1.6549894520367154,0.7166121431886152,0,5,2.7,0,0,0,0,0,0,0,1,1,0
707,2024-06-13,-0.1647424746567783,0.41538551357703085,0,7,2.0,0,0,0,1,0,0,0,0,0,0
708,2024-04-27,-0.09195319758903854,-0.39875181670304005,1,9,2.1,0,1,0,0,0,0,1,0,0,1
709,2024-11-21,0.635939573088359,0.22305926448019228,1,5,1.6,0,0,0,0,0,0,1,0,0,1
710,2024-05-15,1.2910430666980168,-0.5728697548741312,0,2,1.2,0,0,0,0,0,0,0,1,0,1
711,2024-01-14,0.2719931877496602,-0.14259752878254625,0,1,1.3,0,0,1,0,0,0,1,0,0,1
712,2024-10-10,0.9998859584270577,1.5172585088022028,0,6,1.7,0,1,0,0,0,0,0,1,0,1
713,2024-09-05,-0.6014781370632168,1.1913026546318626,1,10,3.8,0,1,0,0,0,0,0,1,1,0
714,2024-03-25,1.1454645125625371,-0.655280853642047,1,8,3.9,0,1,0,0,0,0,0,1,0,1
715,2024-09-19,0.05362535654644096,-0.635378452583919,0,10,3.7,0,0,0,1,0,0,0,0,0,0
716,2024-03-25,-0.6742674141309566,1.0228424441522606,0,1,3.8,0,0,0,0,0,0,1,0,0,1
717,2024-07-01,-1.693317293079313,1.5923318252900134,1,5,3.9,0,0,0,0,1,1,0,0,0,0
718,2024-05-15,-1.0382137994696552,-0.7317450925169242,0,4,3.2,0,0,0,0,1,0,0,1,0,1
719,2024-03-01,-0.9654245224019156,-0.11029612836281721,0,7,3.4,0,0,0,0,0,0,0,1,0,1
720,2024-04-30,1.218253789630277,0.041545998299561085,0,4,3.9,0,1,0,0,0,1,0,0,0,0
721,2024-03-25,1.1454645125625371,1.0760497870092829,0,6,2.6,0,0,0,0,0,0,1,0,1,0
722,2024-10-06,1.1454645125625371,-0.8250140879410938,1,6,4.4,0,0,0,1,0,0,0,1,1,0
723,2024-07-23,-0.01916392052129879,0.34488778435646267,1,5,4.0,1,0,0,0,0,0,0,0,0,1
724,2024-04-30,1.3638323437657565,-1.508362607205607,0,7,4.3,0,0,1,0,0,0,0,1,1,0
725,2024-09-28,-0.9654245224019156,0.5738566275594045,1,7,1.5,0,0,0,0,0,1,0,0,1,0
726,2024-05-25,0.4903610189528795,-0.3426545553848974,1,5,1.3,1,0,0,0,0,0,0,1,1,0
727,2024-07-13,1.218253789630277,-1.4718308938952436,0,5,3.7,0,1,0,0,0,0,1,0,1,0
728,2024-07-29,-0.01916392052129879,0.24986855662485408,1,5,2.1,0,0,0,0,1,0,0,0,1,0
729,2024-10-01,-1.402160184808354,-0.2946796632432984,0,2,3.1,0,0,0,0,0,1,0,0,0,0
730,2024-03-11,-0.9654245224019156,-0.44658494985261704,0,3,1.7,0,0,0,0,0,0,1,0,0,0
731,2024-11-30,0.3447824648174,0.6486197585300187,1,9,2.7,0,0,1,0,0,0,1,0,0,1
732,2024-10-05,1.5822001749689758,-0.6850432241947696,1,8,1.6,0,1,0,0,0,1,0,0,0,0
733,2024-03-04,-1.5477387389438335,-1.6285672146683194,0,2,3.2,0,0,1,0,0,1,0,0,1,0
734,2024-05-27,1.2910430666980168,1.5699521507574428,0,1,3.5,0,0,0,0,1,0,0,0,0,0
735,2024-04-10,-0.8926352453341758,1.018292120863794,1,2,2.1,0,0,0,1,0,0,1,0,1,0
736,2024-11-22,0.1264146336141807,-0.9652754874433442,1,4,2.8,0,0,0,1,0,1,0,0,1,0
737,2024-09-16,0.927096681359318,-0.21608903948809233,0,2,3.2,0,1,0,0,0,0,0,0,0,0
738,2024-11-15,-0.38311030585999756,0.5752952707952707,1,2,2.2,0,0,0,0,0,0,0,1,0,0
739,2024-06-26,-1.402160184808354,1.6881875714299892,0,4,1.9,0,0,0,0,1,1,0,0,1,0
740,2024-11-20,0.8543074042915783,0.7206543797928047,0,3,1.2,1,0,0,0,0,0,0,0,1,0
741,2024-12-22,-1.111003076537395,-1.3155324820876215,1,6,4.4,0,0,1,0,0,0,0,0,0,1
742,2024-07-23,-0.5286888599954771,-0.6428116765616234,1,8,1.9,1,0,0,0,0,0,0,0,0,1
743,2024-11-12,-1.5477387389438335,0.569551926286818,0,4,4.0,0,0,0,0,1,1,0,0,0,1
744,2024-05-19,0.1264146336141807,1.0063619086639288,1,7,4.0,0,0,0,1,0,0,1,0,1,0
745,2024-10-08,-0.9654245224019156,-1.5081268100703626,1,5,5.0,1,0,0,0,0,0,0,1,0,0
746,2024-12-26,1.4366216208334963,0.38949274244019383,0,8,1.8,0,0,1,0,0,1,0,0,1,0
747,2024-12-30,1.4366216208334963,-1.663119916307882,0,7,1.4,0,0,1,0,0,0,0,0,1,0
748,2024-11-19,-0.3103210287922578,0.7080476543834884,0,9,2.0,0,0,0,0,0,1,0,0,0,0
749,2024-07-19,-1.402160184808354,-1.5084805057732293,0,1,4.1,0,0,0,0,1,1,0,0,1,0
750,2024-06-23,1.509410897901236,-0.8840279352535092,1,1,1.2,1,0,0,0,0,0,0,0,0,1
751,2024-11-04,-0.01916392052129879,-1.5768392181240805,1,5,4.0,0,1,0,0,0,0,1,0,0,0
752,2024-10-04,-0.38311030585999756,-1.3053510986408188,0,7,1.9,0,0,0,1,0,0,0,0,0,1
753,2024-09-18,0.3447824648174,-1.073020742706268,0,6,1.9,0,1,0,0,0,1,0,0,1,0
754,2024-11-05,-1.183792353605135,-1.7185546999603378,1,3,3.6,0,0,0,0,1,1,0,0,1,0
755,2024-09-23,1.4366216208334963,-0.9860256353448508,1,6,1.9,1,0,0,0,0,0,1,0,1,0
756,2024-05-30,-1.6205280160115734,0.6712745297203745,1,6,3.1,0,0,0,0,1,1,0,0,0,0
757,2024-04-01,-0.9654245224019156,-1.3839964610167066,0,1,1.5,0,1,0,0,0,1,0,0,1,0
758,2024-11-23,-0.9654245224019156,0.7989025362801558,1,10,2.3,0,0,0,0,0,1,0,0,0,0
759,2024-08-14,-0.8926352453341758,-0.9151026291482169,0,7,2.6,0,0,0,0,0,0,0,1,1,0
760,2024-06-25,-0.7470566911986963,1.2451780893720776,1,1,4.5,0,1,0,0,0,0,0,0,1,0
761,2024-03-08,-0.1647424746567783,0.8708431193997195,0,8,2.1,1,0,0,0,0,1,0,0,1,0
762,2024-12-14,0.05362535654644096,-0.8916885350401992,1,2,1.7,0,0,0,1,0,0,0,0,0,1
763,2024-04-06,0.41757174188513974,1.5840873468827181,1,3,1.9,1,0,0,0,0,0,1,0,1,0
764,2024-07-09,-0.5286888599954771,0.409235138299406,0,4,4.6,0,0,0,1,0,0,0,1,1,0
765,2024-11-09,1.218253789630277,1.5508273188238708,0,3,2.6,0,0,0,0,0,0,0,0,0,0
766,2024-06-16,0.635939573088359,-0.6119404980515015,0,1,1.5,0,0,0,1,0,0,0,1,0,0
767,2024-05-05,0.41757174188513974,-0.08663360513016694,1,3,4.8,0,0,0,0,1,1,0,0,0,0
768,2024-08-12,1.218253789630277,0.7214810733205365,1,5,3.8,0,0,0,1,0,0,0,0,0,0
769,2024-12-06,1.218253789630277,-1.5542869064032059,0,7,4.4,0,1,0,0,0,1,0,0,0,1
770,2024-06-20,-0.6014781370632168,-0.07203242895190858,0,8,4.9,0,0,0,1,0,0,1,0,0,0
771,2024-04-30,-1.6205280160115734,-0.6054616910497865,1,7,2.9,1,0,0,0,0,0,1,0,1,0
772,2024-02-20,-1.5477387389438335,0.7579552409014654,0,6,2.6,1,0,0,0,0,0,0,1,1,0
773,2024-12-04,-0.6014781370632168,-0.07674696810241977,1,2,1.1,0,1,0,0,0,1,0,0,1,0
774,2024-01-14,0.4903610189528795,-0.702980649125861,0,9,2.8,0,1,0,0,0,0,0,0,1,0
775,2024-02-14,-1.111003076537395,-0.9707282961958708,0,3,1.7,1,0,0,0,0,0,0,0,0,1
776,2024-07-30,-1.693317293079313,-0.5067749757325016,0,9,1.8,1,0,0,0,0,0,1,0,1,0
777,2024-03-23,0.9998859584270577,0.045395947954176445,1,2,4.6,0,1,0,0,0,0,1,0,1,0
778,2024-01-21,0.2719931877496602,-1.394556804145152,1,6,3.4,0,0,1,0,0,0,0,1,0,1
779,2024-10-05,0.9998859584270577,1.0129501929070077,1,5,2.5,0,0,0,0,1,0,1,0,0,0
780,2024-06-08,-1.111003076537395,-0.3921494969161969,1,10,3.8,0,0,0,0,1,0,1,0,1,0
781,2024-10-19,0.9998859584270577,1.1898331331997147,1,6,5.0,0,0,0,1,0,1,0,0,0,0
782,2024-05-04,0.7087288501560988,0.7442986568185609,0,3,4.6,0,1,0,0,0,1,0,0,0,1
783,2024-12-18,-0.3103210287922578,1.5624936628009625,1,9,2.6,0,0,1,0,0,0,0,1,0,1
784,2024-01-01,-0.7470566911986963,1.1721034343163388,0,2,2.9,0,0,0,0,0,1,0,0,0,1
785,2024-04-08,0.05362535654644096,0.311890220966012,1,5,2.8,1,0,0,0,0,1,0,0,0,1
786,2024-04-15,0.1264146336141807,1.207924949112216,0,6,2.3,0,0,1,0,0,0,0,0,0,0
787,2024-01-20,0.7815181272238385,-0.608842853542666,0,7,1.3,0,0,0,0,0,0,0,1,0,1
788,2024-01-23,1.3638323437657565,-1.05536683575922,1,4,3.5,0,1,0,0,0,0,1,0,1,0
789,2024-08-06,-0.5286888599954771,1.5017281796267317,0,3,3.7,1,0,0,0,0,0,0,1,0,0
790,2024-11-16,-1.111003076537395,-0.6063234734369297,0,9,4.8,0,0,1,0,0,0,0,0,0,0
791,2024-04-12,1.2910430666980168,-0.6922280190478414,1,5,2.8,0,0,0,0,0,0,1,0,0,1
792,2024-05-28,1.3638323437657565,-1.5728517201405727,0,10,2.8,0,1,0,0,0,0,1,0,1,0
793,2024-04-08,0.05362535654644096,-0.5494809247448897,1,4,4.0,0,0,0,0,1,0,0,1,0,0
794,2024-01-04,1.7277787291044553,1.6649812033696867,0,4,4.3,0,1,0,0,0,0,0,0,0,1
795,2024-06-03,-1.402160184808354,-1.218560910218364,0,5,4.7,0,0,0,0,0,0,1,0,0,1
796,2024-01-11,-0.9654245224019156,0.7007758391590763,1,7,4.1,0,1,0,0,0,0,0,0,0,1
797,2024-06-01,0.2719931877496602,-1.276878594560058,1,3,3.6,0,0,0,0,1,0,1,0,0,1
798,2024-03-28,0.927096681359318,0.5647784378524953,0,10,4.8,0,0,1,0,0,0,0,0,0,0
799,2024-09-01,0.5631502960206192,0.7922145996763488,1,7,4.6,0,0,1,0,0,0,0,1,0,1
800,2024-10-30,0.19920391068192048,1.2836747788094778,1,5,2.9,0,0,0,1,0,1,0,0,1,0
801,2024-03-25,0.8543074042915783,0.203257919337169,1,4,2.8,0,0,1,0,0,0,1,0,0,0
802,2024-06-27,-1.183792353605135,-0.44496384454781196,0,1,1.5,0,0,0,1,0,0,0,1,0,0
803,2024-08-27,1.218253789630277,0.8577619926111614,0,4,3.0,1,0,0,0,0,0,0,1,0,1
804,2024-08-03,-0.3103210287922578,-1.5780252215721846,1,7,4.5,1,0,0,0,0,0,0,0,0,1
805,2024-11-12,-0.9654245224019156,1.042983449454386,0,9,1.3,0,0,0,0,0,1,0,0,0,1
806,2024-09-21,-1.402160184808354,-0.11146388560402751,0,10,2.6,0,0,0,1,0,1,0,0,0,0
807,2024-12-20,-0.9654245224019156,-1.1275572515577927,0,9,2.1,0,0,0,0,1,0,0,0,0,1
808,2024-07-03,-0.9654245224019156,-0.07151592094137318,1,6,1.7,0,0,0,0,0,0,0,1,1,0
809,2024-11-15,0.7815181272238385,0.9746401762016759,1,2,2.7,1,0,0,0,0,1,0,0,1,0
810,2024-08-05,-0.23753175172451804,-1.4860390748480947,0,4,4.4,0,0,0,0,1,0,0,1,0,0
811,2024-12-26,0.635939573088359,1.3875658737546568,1,7,4.9,0,0,1,0,0,0,0,1,0,1
